entity_id,type,debit,credit,amount,currency,fee,tax,settlement_id,settlement_utr,created_at,settled_at,payment_id,order_id,method,description
pay_JWG1H8W7ZF1792,payment,0,1341792,1374223,INR,27484,4947,setl_1GYPBY0UGS1781,9549250209n559,2026-08-03,2026-08-05,pay_JWG1H8W7ZF1792,order_RYWWWLMVLY1791,netbanking,Payment captured
pay_UH5HYV5NSU1795,payment,0,88312,90445,INR,1808,325,setl_1GYPBY0UGS1781,9549250209n559,2026-08-03,2026-08-05,pay_UH5HYV5NSU1795,order_T6QZPYKV491794,emi,Payment captured
pay_MEYM66NAU31798,payment,0,30950,31696,INR,633,113,setl_1GYPBY0UGS1781,9549250209n559,2026-08-03,2026-08-05,pay_MEYM66NAU31798,order_ENR9M3C8681797,card,Payment captured
pay_NUT07F640L1801,payment,0,13893742,14229559,INR,284591,51226,setl_1GYPBY0UGS1781,9549250209n559,2026-08-03,2026-08-05,pay_NUT07F640L1801,order_Q68DG8GY361800,netbanking,Payment captured
pay_XLGF29UULU1804,payment,0,7546269,7728665,INR,154573,27823,setl_1GYPBY0UGS1781,9549250209n559,2026-08-03,2026-08-05,pay_XLGF29UULU1804,order_DBCHDX6QBQ1803,wallet,Payment captured
pay_5EJV9N4F5A1807,payment,0,191391,196016,INR,3920,705,setl_1GYPBY0UGS1781,9549250209n559,2026-08-03,2026-08-05,pay_5EJV9N4F5A1807,order_Y9J9HDMKE41806,card,Payment captured
pay_3HFR7FTXAB1810,payment,0,109802,112455,INR,2249,404,setl_1GYPBY0UGS1781,9549250209n559,2026-08-03,2026-08-05,pay_3HFR7FTXAB1810,order_9GFMPBP98X1809,emi,Payment captured
pay_1BHHRFARJ61813,payment,0,220349,225674,INR,4513,812,setl_1GYPBY0UGS1781,9549250209n559,2026-08-03,2026-08-05,pay_1BHHRFARJ61813,order_ZFW8B5AWNJ1812,netbanking,Payment captured
pay_5P1EX97P011816,payment,0,1877316,1922690,INR,38453,6921,setl_1GYPBY0UGS1781,9549250209n559,2026-08-03,2026-08-05,pay_5P1EX97P011816,order_G8HCUWDJVP1815,card,Payment captured
pay_X00R7MYYHG1819,payment,0,367684,376570,INR,7531,1355,setl_1GYPBY0UGS1781,9549250209n559,2026-08-03,2026-08-05,pay_X00R7MYYHG1819,order_AXW3FZU4RF1818,card,Payment captured
pay_7PASK72P3J1824,payment,0,232912,238540,INR,4770,858,setl_9F0SSE2ECG1822,8286703470k749,2026-08-04,2026-08-06,pay_7PASK72P3J1824,order_V2SCZHCNAJ1823,card,Payment captured
pay_T85TWYHRX51827,payment,0,11377676,11652678,INR,233053,41949,setl_9F0SSE2ECG1822,8286703470k749,2026-08-04,2026-08-06,pay_T85TWYHRX51827,order_2C271SAMM81826,wallet,Payment captured
pay_P64Y8QQP1U1830,payment,0,1924739,1971260,INR,39425,7096,setl_9F0SSE2ECG1822,8286703470k749,2026-08-04,2026-08-06,pay_P64Y8QQP1U1830,order_TCNVP89E871829,card,Payment captured
pay_SELQFCY45J1833,payment,0,172690,176863,INR,3537,636,setl_9F0SSE2ECG1822,8286703470k749,2026-08-04,2026-08-06,pay_SELQFCY45J1833,order_2BMJ1JYSLC1832,card,Payment captured
pay_B6K0S2PMMZ1836,payment,0,209514,214577,INR,4291,772,setl_9F0SSE2ECG1822,8286703470k749,2026-08-04,2026-08-06,pay_B6K0S2PMMZ1836,order_RED6VGKKT51835,wallet,Payment captured
pay_D6AK14LDKC1839,payment,0,146238,149772,INR,2995,539,setl_9F0SSE2ECG1822,8286703470k749,2026-08-04,2026-08-06,pay_D6AK14LDKC1839,order_DCNV093G0P1838,emi,Payment captured
pay_XAB5P5FNC41842,payment,0,264529,270922,INR,5418,975,setl_9F0SSE2ECG1822,8286703470k749,2026-08-04,2026-08-06,pay_XAB5P5FNC41842,order_X56WBDG7RJ1841,wallet,Payment captured
disp_KMHBSWT2H71844,dispute,1834005,0,1684005,INR,150000,0,setl_9F0SSE2ECG1822,8286703470k749,2026-07-10,2026-08-06,pay_9PHBSRTE011657,order_BLF2E6V0CL1656,,Chargeback deduction incl. handling fee
pay_M2YWGQJ62F1848,payment,0,30727,31469,INR,629,113,setl_QVUJMZKF1A1846,5913746393f319,2026-08-05,2026-08-07,pay_M2YWGQJ62F1848,order_KBTV46M0BP1847,upi,Payment captured
pay_382JP50DA81851,payment,0,36876,37766,INR,755,135,setl_QVUJMZKF1A1846,5913746393f319,2026-08-05,2026-08-07,pay_382JP50DA81851,order_HWFL31U2S61850,emi,Payment captured
pay_N1JNWQTT831854,payment,0,17993,18427,INR,368,66,setl_QVUJMZKF1A1846,5913746393f319,2026-08-05,2026-08-07,pay_N1JNWQTT831854,order_7UJF3VCD191853,netbanking,Payment captured
pay_APPADBB90R1857,payment,0,47557,48706,INR,974,175,setl_QVUJMZKF1A1846,5913746393f319,2026-08-05,2026-08-07,pay_APPADBB90R1857,order_ALELN7KAYX1856,upi,Payment captured
pay_5C0AXVF36S1860,payment,0,113636,116381,INR,2327,418,setl_QVUJMZKF1A1846,5913746393f319,2026-08-05,2026-08-07,pay_5C0AXVF36S1860,order_ABF0KRJ7N51859,upi,Payment captured
pay_X8KVKBNSAE1863,payment,0,1724584,1766267,INR,35325,6358,setl_QVUJMZKF1A1846,5913746393f319,2026-08-05,2026-08-07,pay_X8KVKBNSAE1863,order_R4FG9FWFZS1862,wallet,Payment captured
pay_JTBJF8KJQ81866,payment,0,11899666,12187285,INR,243745,43874,setl_QVUJMZKF1A1846,5913746393f319,2026-08-05,2026-08-07,pay_JTBJF8KJQ81866,order_SUT134KDGD1865,upi,Payment captured
pay_Y5BAUFLGJX1869,payment,0,185977,190471,INR,3809,685,setl_QVUJMZKF1A1846,5913746393f319,2026-08-05,2026-08-07,pay_Y5BAUFLGJX1869,order_WJ5QYN2VLQ1868,upi,Payment captured
pay_JR9K5FBFMN1872,payment,0,368664,377574,INR,7551,1359,setl_QVUJMZKF1A1846,5913746393f319,2026-08-05,2026-08-07,pay_JR9K5FBFMN1872,order_5MQDS32BDF1871,wallet,Payment captured
pay_2QV0BGFXRA1875,payment,0,1135296,1162735,INR,23254,4185,setl_QVUJMZKF1A1846,5913746393f319,2026-08-05,2026-08-07,pay_2QV0BGFXRA1875,order_WQSV0CVMK41874,upi,Payment captured
pay_8120Y1KJTE1878,payment,0,114567,117335,INR,2346,422,setl_QVUJMZKF1A1846,5913746393f319,2026-08-05,2026-08-07,pay_8120Y1KJTE1878,order_LLWGJ5M14A1877,emi,Payment captured
pay_KJRWTPVDV21881,payment,0,62828,64345,INR,1286,231,setl_QVUJMZKF1A1846,5913746393f319,2026-08-05,2026-08-07,pay_KJRWTPVDV21881,order_ZAC2G8V86V1880,netbanking,Payment captured
pay_F9K5RA3QVQ1884,payment,0,210760,215854,INR,4317,777,setl_QVUJMZKF1A1846,5913746393f319,2026-08-05,2026-08-07,pay_F9K5RA3QVQ1884,order_MB1TUFHG7N1883,emi,Payment captured
pay_NLDNG4DFFT1889,payment,0,1325042,1357070,INR,27141,4887,setl_LZVNTFMRBH1887,8336805155b418,2026-08-06,2026-08-08,pay_NLDNG4DFFT1889,order_3AR7KG80DD1888,emi,Payment captured
pay_U59XZAHEP41892,payment,0,1804268,1847877,INR,36957,6652,setl_LZVNTFMRBH1887,8336805155b418,2026-08-06,2026-08-08,pay_U59XZAHEP41892,order_2CG0KYD8SG1891,wallet,Payment captured
pay_B8H6KJN0S61895,payment,0,10553,10807,INR,216,38,setl_LZVNTFMRBH1887,8336805155b418,2026-08-06,2026-08-08,pay_B8H6KJN0S61895,order_6J5DQ5H2G31894,upi,Payment captured
pay_NJP1MLH1C01898,payment,0,83075,85081,INR,1701,305,setl_LZVNTFMRBH1887,8336805155b418,2026-08-06,2026-08-08,pay_NJP1MLH1C01898,order_AZY58CALSU1897,upi,Payment captured
pay_K0EA6APNZC1901,payment,0,186301,190803,INR,3816,686,setl_LZVNTFMRBH1887,8336805155b418,2026-08-06,2026-08-08,pay_K0EA6APNZC1901,order_HRZKFWDH2V1900,emi,Payment captured
pay_GZE06Z0U1R1904,payment,0,15704,16082,INR,321,57,setl_LZVNTFMRBH1887,8336805155b418,2026-08-06,2026-08-08,pay_GZE06Z0U1R1904,order_AVG3EAWQCK1903,netbanking,Payment captured
pay_WHJE47XGJQ1907,payment,0,8842947,9056683,INR,181133,32603,setl_LZVNTFMRBH1887,8336805155b418,2026-08-06,2026-08-08,pay_WHJE47XGJQ1907,order_SK783HW6RX1906,emi,Payment captured
pay_5KCYE4GB5P1910,payment,0,67793,69428,INR,1388,247,setl_LZVNTFMRBH1887,8336805155b418,2026-08-06,2026-08-08,pay_5KCYE4GB5P1910,order_0BKUU3ZT351909,upi,Payment captured
pay_8W5M0DLMXS1913,payment,0,134236,137479,INR,2749,494,setl_LZVNTFMRBH1887,8336805155b418,2026-08-06,2026-08-08,pay_8W5M0DLMXS1913,order_WVQ9BM4UEV1912,wallet,Payment captured
pay_162JYJP9381916,payment,0,44505,45579,INR,911,163,setl_LZVNTFMRBH1887,8336805155b418,2026-08-06,2026-08-08,pay_162JYJP9381916,order_A40PK6EPXP1915,upi,Payment captured
pay_2FW43SAWNW1919,payment,0,1841628,1886139,INR,37722,6789,setl_LZVNTFMRBH1887,8336805155b418,2026-08-06,2026-08-08,pay_2FW43SAWNW1919,order_ZRSAYB9K6N1918,card,Payment captured
pay_5PMDMMK6GG1922,payment,0,29369,30078,INR,601,108,setl_LZVNTFMRBH1887,8336805155b418,2026-08-06,2026-08-08,pay_5PMDMMK6GG1922,order_BR9SKM6P1J1921,upi,Payment captured
pay_3APMMBM2AG1925,payment,0,566842,580541,INR,11610,2089,setl_LZVNTFMRBH1887,8336805155b418,2026-08-06,2026-08-08,pay_3APMMBM2AG1925,order_ZHUT1QCZMG1924,wallet,Payment captured
pay_QJ5L7MFLH01930,payment,0,153726,157440,INR,3148,566,setl_ST0QH4LT431928,5204291609r105,2026-08-07,2026-08-09,pay_QJ5L7MFLH01930,order_C1WSDLYWGQ1929,wallet,Payment captured
pay_4A83VA27Z21933,payment,0,1931500,1978184,INR,39563,7121,setl_ST0QH4LT431928,5204291609r105,2026-08-07,2026-08-09,pay_4A83VA27Z21933,order_L5LVYP7SZB1932,netbanking,Payment captured
pay_RPMALRYECK1936,payment,0,856951,877663,INR,17553,3159,setl_ST0QH4LT431928,5204291609r105,2026-08-07,2026-08-09,pay_RPMALRYECK1936,order_RCTSCQMLYN1935,card,Payment captured
pay_L3JABYQHJT1939,payment,0,1433576,1468225,INR,29364,5285,setl_ST0QH4LT431928,5204291609r105,2026-08-07,2026-08-09,pay_L3JABYQHJT1939,order_8UPNRNLUR11938,upi,Payment captured
pay_A0MTFP4XGJ1942,payment,0,136727,140031,INR,2800,504,setl_ST0QH4LT431928,5204291609r105,2026-08-07,2026-08-09,pay_A0MTFP4XGJ1942,order_1NE65VZTLE1941,card,Payment captured
pay_3H4QBALTWJ1945,payment,0,6442407,6598122,INR,131962,23753,setl_ST0QH4LT431928,5204291609r105,2026-08-07,2026-08-09,pay_3H4QBALTWJ1945,order_6WK81S0GKB1944,upi,Payment captured
pay_5JS5JZSJKF1948,payment,0,79007,80916,INR,1618,291,setl_ST0QH4LT431928,5204291609r105,2026-08-07,2026-08-09,pay_5JS5JZSJKF1948,order_PJGGVRD9471947,upi,Payment captured
pay_LX5U3TD9X81951,payment,0,171956,176111,INR,3522,633,setl_ST0QH4LT431928,5204291609r105,2026-08-07,2026-08-09,pay_LX5U3TD9X81951,order_0NPRL3YGYD1950,card,Payment captured
pay_F1LLMMYAGM1954,payment,0,139672,143046,INR,2860,514,setl_ST0QH4LT431928,5204291609r105,2026-08-07,2026-08-09,pay_F1LLMMYAGM1954,order_T16JLZVPWZ1953,upi,Payment captured
pay_L4CJ21ASXD1957,payment,0,53059,54340,INR,1086,195,setl_ST0QH4LT431928,5204291609r105,2026-08-07,2026-08-09,pay_L4CJ21ASXD1957,order_LRTFUMAA211956,emi,Payment captured
pay_FFQ0AC2B9K1960,payment,0,198391,203185,INR,4063,731,setl_ST0QH4LT431928,5204291609r105,2026-08-07,2026-08-09,pay_FFQ0AC2B9K1960,order_FQRZNMJLV51959,wallet,Payment captured
pay_MNT3F43KQH1963,payment,0,4079075,4177667,INR,83553,15039,setl_ST0QH4LT431928,5204291609r105,2026-08-07,2026-08-09,pay_MNT3F43KQH1963,order_1UP9YAAWQ51962,card,Payment captured
pay_NMVMCLUQ4V1968,payment,0,1121659,1148769,INR,22975,4135,setl_609Z62C3PS1966,7890867713f738,2026-08-08,2026-08-10,pay_NMVMCLUQ4V1968,order_E6WXG84BF71967,card,Payment captured
pay_2CT5MN93TE1971,payment,0,109162,111800,INR,2236,402,setl_609Z62C3PS1966,7890867713f738,2026-08-08,2026-08-10,pay_2CT5MN93TE1971,order_S4ALYUZQ0J1970,upi,Payment captured
pay_V72GUQ589S1974,payment,0,80958,82914,INR,1658,298,setl_609Z62C3PS1966,7890867713f738,2026-08-08,2026-08-10,pay_V72GUQ589S1974,order_RWBCQ6ES3D1973,netbanking,Payment captured
pay_9CDK46LHA91977,payment,0,1201082,1230112,INR,24602,4428,setl_609Z62C3PS1966,7890867713f738,2026-08-08,2026-08-10,pay_9CDK46LHA91977,order_J0Q1EZVF9Z1976,wallet,Payment captured
pay_8XC06P2PVL1982,payment,0,12475690,12777231,INR,255544,45997,setl_B164PB16HJ1980,6082707337n978,2026-08-09,2026-08-11,pay_8XC06P2PVL1982,order_TFB84883XP1981,card,Payment captured
pay_PMDE1LA6NM1985,payment,0,1666136,1706407,INR,34128,6143,setl_B164PB16HJ1980,6082707337n978,2026-08-09,2026-08-11,pay_PMDE1LA6NM1985,order_5DS3E14B211984,wallet,Payment captured
pay_RFRWVBHUY21988,payment,0,198446,203241,INR,4064,731,setl_B164PB16HJ1980,6082707337n978,2026-08-09,2026-08-11,pay_RFRWVBHUY21988,order_A3VSL1ULBP1987,netbanking,Payment captured
pay_H268A00TQH1991,payment,0,10643098,10900345,INR,218006,39241,setl_B164PB16HJ1980,6082707337n978,2026-08-09,2026-08-11,pay_H268A00TQH1991,order_LTQ8TRDKE51990,upi,Payment captured
pay_PB8C9E5L1K1994,payment,0,124532,127541,INR,2550,459,setl_B164PB16HJ1980,6082707337n978,2026-08-09,2026-08-11,pay_PB8C9E5L1K1994,order_CH6DK2VC4D1993,wallet,Payment captured
pay_0HL611JAC91997,payment,0,139602,142975,INR,2859,514,setl_B164PB16HJ1980,6082707337n978,2026-08-09,2026-08-11,pay_0HL611JAC91997,order_XM5TFE2A3H1996,netbanking,Payment captured
pay_UKVLZP2BFK2000,payment,0,93125,95375,INR,1907,343,setl_B164PB16HJ1980,6082707337n978,2026-08-09,2026-08-11,pay_UKVLZP2BFK2000,order_0MSX97AFMA1999,card,Payment captured
pay_YYQ3S8F4ZT2003,payment,0,1573083,1611104,INR,32222,5799,setl_B164PB16HJ1980,6082707337n978,2026-08-09,2026-08-11,pay_YYQ3S8F4ZT2003,order_4AJUR0WJVC2002,card,Payment captured
pay_592UEJZV7M2006,payment,0,80425,82368,INR,1647,296,setl_B164PB16HJ1980,6082707337n978,2026-08-09,2026-08-11,pay_592UEJZV7M2006,order_12KNJQ3C012005,upi,Payment captured
pay_W618574MZ32009,payment,0,111577,114273,INR,2285,411,setl_B164PB16HJ1980,6082707337n978,2026-08-09,2026-08-11,pay_W618574MZ32009,order_E52MNY0KRP2008,emi,Payment captured
pay_AEUVD51KEV2012,payment,0,439951,450583,INR,9011,1621,setl_B164PB16HJ1980,6082707337n978,2026-08-09,2026-08-11,pay_AEUVD51KEV2012,order_WN9NFKJ1AB2011,emi,Payment captured
pay_6ZRA422G932017,payment,0,8965742,9182446,INR,183648,33056,setl_JUAXKD9MQX2015,4571913130a683,2026-08-10,2026-08-12,pay_6ZRA422G932017,order_GS1JCZ1JAF2016,upi,Payment captured
pay_77NLE7YDQ22020,payment,0,895231,916868,INR,18337,3300,setl_JUAXKD9MQX2015,4571913130a683,2026-08-10,2026-08-12,pay_77NLE7YDQ22020,order_QEN6W1GAD72019,card,Payment captured
pay_3B42JQWEA62023,payment,0,58268,59675,INR,1193,214,setl_JUAXKD9MQX2015,4571913130a683,2026-08-10,2026-08-12,pay_3B42JQWEA62023,order_VMUVT4UAT72022,card,Payment captured
pay_8AYYFGW4ST2026,payment,0,1458546,1493798,INR,29875,5377,setl_JUAXKD9MQX2015,4571913130a683,2026-08-10,2026-08-12,pay_8AYYFGW4ST2026,order_YFTY0NSCEY2025,netbanking,Payment captured
pay_FBP01LCR8Z2029,payment,0,72589,74342,INR,1486,267,setl_JUAXKD9MQX2015,4571913130a683,2026-08-10,2026-08-12,pay_FBP01LCR8Z2029,order_AVWVHTBRKM2028,upi,Payment captured
pay_N5VSB88D372032,payment,0,8212684,8411187,INR,168223,30280,setl_JUAXKD9MQX2015,4571913130a683,2026-08-10,2026-08-12,pay_N5VSB88D372032,order_U3PPRX2JND2031,upi,Payment captured
pay_L1RMHH1CU52035,payment,0,183909,188354,INR,3767,678,setl_JUAXKD9MQX2015,4571913130a683,2026-08-10,2026-08-12,pay_L1RMHH1CU52035,order_K00GGXTXDX2034,netbanking,Payment captured
pay_XRT2702J2M2038,payment,0,850752,871314,INR,17426,3136,setl_JUAXKD9MQX2015,4571913130a683,2026-08-10,2026-08-12,pay_XRT2702J2M2038,order_6DJNF4EU0E2037,emi,Payment captured
pay_D1RC11R3AZ2041,payment,0,42874,43910,INR,878,158,setl_JUAXKD9MQX2015,4571913130a683,2026-08-10,2026-08-12,pay_D1RC11R3AZ2041,order_Z74AP091DX2040,emi,Payment captured
pay_LN5Z5ZQHM12044,payment,0,39937,40902,INR,818,147,setl_JUAXKD9MQX2015,4571913130a683,2026-08-10,2026-08-12,pay_LN5Z5ZQHM12044,order_LDRBKZJBSX2043,netbanking,Payment captured
pay_HBH0YY9PUU2047,payment,0,1534462,1571550,INR,31431,5657,setl_JUAXKD9MQX2015,4571913130a683,2026-08-10,2026-08-12,pay_HBH0YY9PUU2047,order_JCWUUUXQ8F2046,upi,Payment captured
pay_GW3DY94DZJ2052,payment,0,16622,17023,INR,340,61,setl_B4AU4K21BJ2050,6139960587z164,2026-08-11,2026-08-13,pay_GW3DY94DZJ2052,order_EZNAE4QF372051,upi,Payment captured
pay_913V1P3X0H2055,payment,0,785122,804097,INR,16081,2894,setl_B4AU4K21BJ2050,6139960587z164,2026-08-11,2026-08-13,pay_913V1P3X0H2055,order_ZPGW5DW5HF2054,upi,Payment captured
pay_Z37RPNK6PJ2058,payment,0,741451,759371,INR,15187,2733,setl_B4AU4K21BJ2050,6139960587z164,2026-08-11,2026-08-13,pay_Z37RPNK6PJ2058,order_66FSRAGMLB2057,wallet,Payment captured
pay_KCJRMBGSAE2061,payment,0,9491288,9720695,INR,194413,34994,setl_B4AU4K21BJ2050,6139960587z164,2026-08-11,2026-08-13,pay_KCJRMBGSAE2061,order_0MSL46RLQX2060,wallet,Payment captured
pay_J0D4W3ENQH2064,payment,0,1482218,1518042,INR,30360,5464,setl_B4AU4K21BJ2050,6139960587z164,2026-08-11,2026-08-13,pay_J0D4W3ENQH2064,order_9KA6XWFXTX2063,card,Payment captured
pay_6B4APZDR0C2067,payment,0,129312,132436,INR,2648,476,setl_B4AU4K21BJ2050,6139960587z164,2026-08-11,2026-08-13,pay_6B4APZDR0C2067,order_5PPE28C11V2066,netbanking,Payment captured
pay_2JZA3LACR12070,payment,0,514957,527403,INR,10548,1898,setl_B4AU4K21BJ2050,6139960587z164,2026-08-11,2026-08-13,pay_2JZA3LACR12070,order_7TB36Z8L352069,netbanking,Payment captured
pay_CWWAUPK23U2073,payment,0,1566251,1604107,INR,32082,5774,setl_B4AU4K21BJ2050,6139960587z164,2026-08-11,2026-08-13,pay_CWWAUPK23U2073,order_PG9P7TES832072,emi,Payment captured
pay_M43LJN9V7V2076,payment,0,1336870,1369181,INR,27383,4928,setl_B4AU4K21BJ2050,6139960587z164,2026-08-11,2026-08-13,pay_M43LJN9V7V2076,order_EGXUXQSBAE2075,emi,Payment captured
pay_HDDK2F01JA2081,payment,0,119315,122197,INR,2443,439,setl_9D0ENSZ1V52079,6458983423a871,2026-08-12,2026-08-14,pay_HDDK2F01JA2081,order_4T0NRA4KN12080,wallet,Payment captured
pay_3TAAD094X92084,payment,0,1314491,1346262,INR,26925,4846,setl_9D0ENSZ1V52079,6458983423a871,2026-08-12,2026-08-14,pay_3TAAD094X92084,order_1WWY7YGMS62083,netbanking,Payment captured
pay_NN923B8QW62087,payment,0,49061,50245,INR,1004,180,setl_9D0ENSZ1V52079,6458983423a871,2026-08-12,2026-08-14,pay_NN923B8QW62087,order_MSVSE86UAK2086,card,Payment captured
pay_PTA3E677JT2090,payment,0,10351391,10601587,INR,212031,38165,setl_9D0ENSZ1V52079,6458983423a871,2026-08-12,2026-08-14,pay_PTA3E677JT2090,order_2DMCXDQBTE2089,netbanking,Payment captured
pay_QSBXCJ3ALS2093,payment,0,20478,20972,INR,419,75,setl_9D0ENSZ1V52079,6458983423a871,2026-08-12,2026-08-14,pay_QSBXCJ3ALS2093,order_5PY07V8AW72092,netbanking,Payment captured
pay_U35ZZHVE832096,payment,0,280062,286830,INR,5736,1032,setl_9D0ENSZ1V52079,6458983423a871,2026-08-12,2026-08-14,pay_U35ZZHVE832096,order_5NVKCQG4562095,wallet,Payment captured
pay_0TL526U9PG2099,payment,0,1894475,1940264,INR,38805,6984,setl_9D0ENSZ1V52079,6458983423a871,2026-08-12,2026-08-14,pay_0TL526U9PG2099,order_TG2LRQL3BZ2098,emi,Payment captured
pay_2B2KRJ5KQ62102,payment,0,14473929,14823769,INR,296475,53365,setl_9D0ENSZ1V52079,6458983423a871,2026-08-12,2026-08-14,pay_2B2KRJ5KQ62102,order_F58KUK0ZXV2101,wallet,Payment captured
pay_7WWN9EC4P52105,payment,0,79477,81395,INR,1627,291,setl_9D0ENSZ1V52079,6458983423a871,2026-08-12,2026-08-14,pay_7WWN9EC4P52105,order_4DT54WSE422104,emi,Payment captured
pay_9BKB61FKR12108,payment,0,1528366,1565307,INR,31306,5635,setl_9D0ENSZ1V52079,6458983423a871,2026-08-12,2026-08-14,pay_9BKB61FKR12108,order_0L1P8S842P2107,upi,Payment captured
pay_Q6KK0QQT832111,payment,0,43918,44978,INR,899,161,setl_9D0ENSZ1V52079,6458983423a871,2026-08-12,2026-08-14,pay_Q6KK0QQT832111,order_B7A10CHD5J2110,emi,Payment captured
pay_LPGWXXCW4C2114,payment,0,1305944,1337508,INR,26750,4814,setl_9D0ENSZ1V52079,6458983423a871,2026-08-12,2026-08-14,pay_LPGWXXCW4C2114,order_QNXY4A74RG2113,upi,Payment captured
pay_QWDN14HW1E2117,payment,0,139976,143357,INR,2867,514,setl_9D0ENSZ1V52079,6458983423a871,2026-08-12,2026-08-14,pay_QWDN14HW1E2117,order_PGEVEV6DGK2116,wallet,Payment captured
pay_3PJW6P78PH2120,payment,0,77087,78949,INR,1578,284,setl_9D0ENSZ1V52079,6458983423a871,2026-08-12,2026-08-14,pay_3PJW6P78PH2120,order_26UBQ33VBE2119,wallet,Payment captured
pay_E4AXALLE8G2125,payment,0,1040181,1065322,INR,21306,3835,setl_ZEYSR30B5P2123,6582989804z493,2026-08-13,2026-08-15,pay_E4AXALLE8G2125,order_MHYYUF7TH32124,emi,Payment captured
pay_NBK3YB0MHN2128,payment,0,153631,157343,INR,3146,566,setl_ZEYSR30B5P2123,6582989804z493,2026-08-13,2026-08-15,pay_NBK3YB0MHN2128,order_P74UBJJ1UR2127,upi,Payment captured
pay_CEP43Q27YB2131,payment,0,89896,92068,INR,1841,331,setl_ZEYSR30B5P2123,6582989804z493,2026-08-13,2026-08-15,pay_CEP43Q27YB2131,order_1RTMCJJJQT2130,netbanking,Payment captured
pay_VJ0DH0R7J02134,payment,0,167537,171585,INR,3431,617,setl_ZEYSR30B5P2123,6582989804z493,2026-08-13,2026-08-15,pay_VJ0DH0R7J02134,order_LPRYE5V1Z32133,wallet,Payment captured
pay_EPTUS16KMQ2137,payment,0,782038,800939,INR,16018,2883,setl_ZEYSR30B5P2123,6582989804z493,2026-08-13,2026-08-15,pay_EPTUS16KMQ2137,order_FVCBPWAMXX2136,upi,Payment captured
pay_5WPEJAUAWU2140,payment,0,133090,136306,INR,2726,490,setl_ZEYSR30B5P2123,6582989804z493,2026-08-13,2026-08-15,pay_5WPEJAUAWU2140,order_UNKYFHS5992139,netbanking,Payment captured
pay_SQ362LGA7E2143,payment,0,24967,25569,INR,511,91,setl_ZEYSR30B5P2123,6582989804z493,2026-08-13,2026-08-15,pay_SQ362LGA7E2143,order_G6RFVPFWFE2142,wallet,Payment captured
pay_A1CDMNDM832146,payment,0,1076569,1102589,INR,22051,3969,setl_ZEYSR30B5P2123,6582989804z493,2026-08-13,2026-08-15,pay_A1CDMNDM832146,order_AK3NREZSMN2145,card,Payment captured
pay_13RP9KJJJT2149,payment,0,114317,117079,INR,2341,421,setl_ZEYSR30B5P2123,6582989804z493,2026-08-13,2026-08-15,pay_13RP9KJJJT2149,order_6CGWESWKBG2148,card,Payment captured
pay_QMZM90HPLR2152,payment,0,439869,450499,INR,9009,1621,setl_ZEYSR30B5P2123,6582989804z493,2026-08-13,2026-08-15,pay_QMZM90HPLR2152,order_CEHPSVPQGN2151,wallet,Payment captured
pay_TMDYR356RT2155,payment,0,215496,220704,INR,4414,794,setl_ZEYSR30B5P2123,6582989804z493,2026-08-13,2026-08-15,pay_TMDYR356RT2155,order_V43AMS833N2154,wallet,Payment captured
pay_6FL52NQWTP2161,payment,0,938429,961110,INR,19222,3459,setl_LU4T13WQXP2159,2751153225y749,2026-08-14,2026-08-16,pay_6FL52NQWTP2161,order_RKUN07KVGX2160,emi,Payment captured
pay_18N5FBRB7P2164,payment,0,154413,158144,INR,3162,569,setl_LU4T13WQXP2159,2751153225y749,2026-08-14,2026-08-16,pay_18N5FBRB7P2164,order_6RE2GYQ8FG2163,wallet,Payment captured
pay_NV41MWTKL02167,payment,0,13609363,13938306,INR,278766,50177,setl_LU4T13WQXP2159,2751153225y749,2026-08-14,2026-08-16,pay_NV41MWTKL02167,order_BJ0TPHJHU12166,card,Payment captured
pay_24B2QPXQHC2170,payment,0,156242,160018,INR,3200,576,setl_LU4T13WQXP2159,2751153225y749,2026-08-14,2026-08-16,pay_24B2QPXQHC2170,order_S8FHM20U5F2169,emi,Payment captured
pay_PTGUCSFDE32173,payment,0,202749,207648,INR,4152,747,setl_LU4T13WQXP2159,2751153225y749,2026-08-14,2026-08-16,pay_PTGUCSFDE32173,order_FNQQTTP6262172,emi,Payment captured
pay_H1CECRUKHN2176,payment,0,1452865,1487980,INR,29759,5356,setl_LU4T13WQXP2159,2751153225y749,2026-08-14,2026-08-16,pay_H1CECRUKHN2176,order_FBDVLCK9222175,upi,Payment captured
pay_GF7HPJGVBJ2179,payment,0,187650,192184,INR,3843,691,setl_LU4T13WQXP2159,2751153225y749,2026-08-14,2026-08-16,pay_GF7HPJGVBJ2179,order_6G7GP0DFW62178,emi,Payment captured
pay_70U3NERFC72182,payment,0,171433,175575,INR,3511,631,setl_LU4T13WQXP2159,2751153225y749,2026-08-14,2026-08-16,pay_70U3NERFC72182,order_VWJ7EP368Z2181,netbanking,Payment captured
pay_E2SYXLWM7V2185,payment,0,399999,409666,INR,8193,1474,setl_LU4T13WQXP2159,2751153225y749,2026-08-14,2026-08-16,pay_E2SYXLWM7V2185,order_RFXPXD23M02184,emi,Payment captured
pay_34Y1PZZ8UK2188,payment,0,7831845,8021142,INR,160422,28875,setl_LU4T13WQXP2159,2751153225y749,2026-08-14,2026-08-16,pay_34Y1PZZ8UK2188,order_30U8QDBZGX2187,netbanking,Payment captured
